1 net profit / total assets,2 total liabilities / total assets,6 retained earnings / total assets,5 [(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,8 book value of equity / total liabilities,9 sales / total assets,10 equity / total assets,12 gross profit / short-term liabilities,13 (gross profit + depreciation) / sales,16 (gross profit + depreciation) / total liabilities,17 total assets / total liabilities,19 gross profit / sales,21 sales (n) / sales (n-1),23 net profit / sales,24 gross profit (in 3 years) / total assets,25 (equity - share capital) / total assets,26 (net profit + depreciation) / total liabilities,27 profit on operating activities / financial expenses,29 logarithm of total assets,34 operating expenses / total liabilities,38 constant capital / total assets,46 (current assets - inventory) / short-term liabilities,51 short-term liabilities / total assets,55 working capital,64 sales / fixed assets,65 Bankrupt
-0.028045,0.54776,0.0,-29.348,0.82561,1.868,0.45224,-0.046264,0.063144,0.21534,1.8256,-0.011074,1.288,-0.015013,-0.11479,0.25645,0.20191,0.31912,4.1075,3.4232,0.5218,0.70927,0.44714,286.99,3.5216,0
0.072175,0.50228,0.20123,-58.848,0.79555,1.125,0.39959,0.25668,0.16851,0.3068,1.9909,0.099479,1.2082,0.078923,0.25381,0.39959,0.26937,1.1349,5.0771,0.18366,0.54745,0.66197,0.35442,3916.3,1.4924,0
0.093312,0.60644,0.0,-27.778,0.64895,2.0311,0.39356,0.27785,0.087105,0.29174,1.649,0.059224,1.3013,0.04594,0.18876,0.37429,0.24725,7.2805,4.4712,3.1166,0.53825,0.68508,0.43293,1403.8,3.9089,0
0.082869,0.58113,0.0,-45.517,0.72079,1.4031,0.41887,0.19451,0.079768,0.1926,1.7208,0.059445,0.0,0.05906,0.083408,0.33888,0.19167,2.9549,4.5507,2.1696,0.54311,0.64421,0.42881,3847.1,3.0309,0
0.00911,0.58133,0.046709,-88.05,0.69546,1.0167,0.4043,0.035885,0.10759,0.1705,1.7202,0.016355,1.0934,0.009889,0.05803,0.4043,0.16025,0.37421,4.9037,0.058325,0.56578,0.53635,0.41985,-3122.8,1.4879,0
-0.002055,0.62589,0.04317,-78.942,0.53407,1.0079,0.33427,0.000949,0.061957,0.14252,1.5977,0.000357,1.1033,-0.001427,0.059119,0.33427,0.13841,0.12782,4.1542,0.029171,0.41782,0.48321,0.54235,-665.31,2.8549,0
-0.033253,0.69051,0.072495,-41.533,0.43657,0.9909,0.30146,-0.07561,0.009431,0.024061,1.4482,-0.020306,1.1185,-0.018875,0.099369,0.30146,0.027711,-0.093741,4.1399,-0.024136,0.51884,0.63338,0.47313,894.16,3.8126,0
0.15481,0.28222,0.40707,48.557,2.378,1.1209,0.67112,0.91847,0.12524,0.67166,3.5433,0.12524,1.1589,0.10228,0.50114,0.67112,0.54854,1.4548,4.5052,0.69608,0.74696,1.8923,0.20638,11362.0,3.4506,0
0.13605,0.35496,0.0,82.564,1.8172,0.9914,0.64504,1.1132,0.17807,0.49735,2.8172,0.13723,1.1804,0.13723,0.24585,0.51416,0.49735,0.0,5.2811,1.9546,0.77591,2.2385,0.12222,57375.0,1.7169,0
-0.028639,0.79458,0.011611,-45.632,0.25853,0.93373,0.20542,-0.074289,0.06784,0.079721,1.2585,-0.03587,0.54638,-0.030672,0.076055,0.13115,0.085829,0.32855,4.2465,1.1315,0.5405,0.92595,0.45084,552.42,1.8031,0
0.034346,0.63089,0.095207,-43.029,0.5391,1.0359,0.34011,0.10344,0.074153,0.20757,1.5851,0.029166,1.1081,0.019448,0.12279,0.34011,0.18037,0.38544,4.992,0.10416,0.47305,0.61688,0.49796,-5315.8,3.1752,0
0.13503,0.59405,0.0,-0.15597,0.68336,3.3081,0.40595,0.31203,0.064639,0.35996,1.6834,0.053623,1.6034,0.040818,0.24838,0.22423,0.28865,24.187,3.6282,5.2727,0.42792,1.0353,0.56852,892.82,14.947,0
0.0,0.73792,0.0,-9.8752,0.35515,3.3561,0.26208,0.26038,0.034736,0.15798,1.3552,0.019395,1.1945,0.0,0.074081,0.26208,0.069775,2.905,3.8611,4.6977,0.55975,0.82925,0.24999,431.3,4.8596,0
0.072794,0.67271,-0.012991,-34.622,0.48653,1.5756,0.32729,0.20557,0.12624,0.29566,1.4865,0.059264,1.1238,0.046202,0.078432,0.32123,0.26506,4.4965,5.0838,2.1916,0.49436,0.7251,0.45422,-462.06,2.8668,0
0.11617,0.37808,0.079478,-4.4566,1.645,2.594,0.62192,0.45867,0.079779,0.54736,2.645,0.057067,0.0,0.044786,0.14803,0.19726,0.46311,16.229,3.7936,6.452,0.6729,0.92088,0.32274,1669.3,6.3454,0
0.1208,0.25102,0.23351,-9.7834,2.9837,1.4808,0.74898,0.75433,0.20531,1.2111,3.9837,0.1021,0.95913,0.081576,0.32909,0.3543,1.0901,14.049,3.6505,5.1938,0.79957,0.85593,0.20043,847.71,2.4275,0
0.040079,0.7945,-0.000142,-56.327,0.25865,1.5267,0.2055,0.11939,0.076812,0.1476,1.2586,0.03298,1.2215,0.026253,0.084253,0.19099,0.13467,3.267,4.9096,1.8445,0.51325,0.48299,0.42174,2680.1,2.7998,0
0.11251,0.56306,-0.022773,-47.609,0.776,1.8773,0.43694,0.6021,0.10441,0.34809,1.776,0.077998,1.1486,0.059931,0.14956,0.41498,0.28786,3.9018,3.6754,2.9878,0.75681,0.1203,0.24319,-429.82,2.2149,0
0.13117,0.85919,-0.025627,-61.89,0.16389,2.2472,0.14081,0.21036,0.09675,0.25305,1.1639,0.058246,0.0,0.058369,0.13089,0.09121,0.25337,1.049,3.5598,2.5035,0.37779,0.43268,0.62221,-942.0,3.5257,0
-0.000504,0.73199,0.0,-240.16,0.36613,0.53502,0.26801,0.002625,0.089043,0.065082,1.3661,0.00263,0.0,-0.000941,0.001407,0.26746,0.062472,0.869,4.9634,0.72353,0.443,0.39905,0.53618,-17575.0,0.8168,0
0.059616,0.71004,-0.11893,-71.053,0.40836,1.2527,0.28996,0.13649,0.09714,0.17138,1.4084,0.048382,1.179,0.04759,0.056973,-0.059312,0.16998,2.0554,4.86,1.6438,0.5371,0.51734,0.44406,-7656.2,1.8934,0
0.087539,0.66674,0.0,17.688,0.49984,1.3395,0.33326,0.31384,0.089029,0.17886,1.4998,0.058567,1.3548,0.065352,0.15544,0.24427,0.19249,4.7925,5.7363,1.8531,0.70217,1.2484,0.24997,110390.0,2.4469,0
0.052211,0.54888,0.0,68.371,0.82188,0.57482,0.45112,0.5449,0.19141,0.20046,1.8219,0.11555,0.98727,0.090831,0.10201,0.088361,0.17457,6.359,4.7521,0.91378,0.77896,1.8634,0.1219,10536.0,0.83108,0
0.086683,0.39337,0.0,-4.1947,1.5421,1.054,0.60663,0.36361,0.14597,0.39112,2.5421,0.087076,0.99115,0.082238,0.16258,0.60437,0.37816,13.214,5.3453,2.5941,0.6223,0.96271,0.25242,28050.0,1.6975,0
-0.015951,0.28123,0.1351,46.588,2.1303,1.0692,0.59909,-0.077251,0.019306,0.084722,3.5558,-0.017327,1.2595,-0.012925,0.14433,0.59909,0.10404,0.78917,4.7289,0.32391,0.60351,1.5482,0.27682,18470.0,3.2618,0
0.057515,0.60935,0.15668,-5.1703,0.63386,1.0524,0.38625,0.22628,0.081867,0.25881,1.6411,0.039337,1.0063,0.029856,0.20499,0.38625,0.22884,0.53361,4.2077,0.1603,0.66071,0.94595,0.33489,2781.5,3.91,0
0.072657,0.65435,0.23333,-25.692,0.50355,1.0341,0.3295,0.15371,0.045306,0.21019,1.5282,0.030788,1.3239,0.023933,0.29564,0.3295,0.17839,0.34194,4.3745,0.15341,0.37578,0.67463,0.60807,1650.4,9.4208,0
0.098444,0.30401,0.0,61.048,2.2894,1.2916,0.69599,0.61118,0.14585,0.61966,3.2894,0.094946,1.1611,0.076216,0.23273,0.64959,0.54008,16.021,4.0511,3.9229,0.79934,1.9593,0.20066,3769.6,2.7824,0
0.017851,0.569,0.0,-63.605,0.75746,1.3282,0.431,0.040867,0.040537,0.094628,1.7575,0.01344,0.91199,0.01344,0.025385,0.38607,0.094628,0.0,3.9978,1.9439,0.46086,0.57215,0.43681,-84.223,2.3235,0
0.093973,0.31482,0.0,-2.228,2.1765,1.6434,0.68518,0.54441,0.11202,0.58474,3.1765,0.07183,1.4171,0.057183,0.16631,0.66398,0.50828,8.1977,3.8649,4.8301,0.73112,1.0537,0.21683,2119.8,3.3275,0
0.030322,0.60924,0.0,-68.808,0.64139,1.1155,0.39076,0.095248,0.095672,0.17517,1.6414,0.027748,1.3443,0.027183,0.041834,0.38558,0.17413,0.96262,4.4901,1.7341,0.67041,0.44691,0.32496,1063.4,1.7412,0
0.094871,0.8737,0.010734,-48.895,0.14456,1.7835,0.1263,0.15758,0.10627,0.21694,1.1446,0.053194,1.1329,0.053194,0.16905,0.11102,0.21694,6.8563,4.1169,1.9596,0.31598,0.64611,0.60206,-1598.7,3.4292,0
0.13429,0.77646,0.0,-280.72,0.2879,1.159,0.22354,0.20631,0.11705,0.17471,1.2879,0.11587,1.4728,0.11587,0.13429,0.22226,0.17471,0.0,4.5915,0.82358,0.32962,0.23725,0.6509,-13067.0,1.6949,0
0.082844,0.44784,0.0,-2.9663,1.2329,1.8282,0.55216,0.32453,0.072108,0.29437,2.2329,0.056377,1.419,0.045313,0.19332,0.54979,0.24921,16.305,4.3248,3.8585,0.67835,1.0586,0.3176,6275.9,4.7449,0
0.052671,0.2836,0.11587,25.492,2.456,1.0658,0.69652,0.24896,0.096173,0.32922,3.5261,0.068982,1.0917,0.054255,0.14767,0.69652,0.2788,0.79436,4.9951,0.25513,0.71112,1.5245,0.269,27407.0,2.1393,0
0.34603,0.39724,0.0,6.3365,1.5174,3.7657,0.60276,1.0968,0.1232,1.1679,2.5174,0.11466,1.4153,0.091892,0.53103,0.41057,0.95204,12.185,3.6231,8.2896,0.60633,1.219,0.39367,1589.0,16.505,0
0.076191,0.64807,0.0,-63.798,0.54304,1.6351,0.35193,0.18169,0.12012,0.30307,1.543,0.055424,1.0275,0.046596,0.13245,0.34529,0.2808,5.1754,4.9733,2.3878,0.48875,0.52657,0.4988,8692.7,4.0004,0
0.23228,0.24344,0.0,157.2,3.1078,1.166,0.75656,0.99211,0.22182,1.0625,4.1078,0.19921,1.2888,0.19921,0.40644,0.37192,1.0625,0.0,5.4508,3.4772,0.75794,2.5316,0.23413,153080.0,5.2116,0
0.045642,0.74175,0.079124,-59.032,0.33136,1.0393,0.24579,0.10334,0.096929,0.27293,1.3482,0.02963,1.051,0.021853,0.10962,0.24579,0.25103,0.36549,4.0918,0.099025,0.38869,0.52855,0.59884,-634.93,4.6151,0
0.035542,0.84986,0.0,-121.22,0.17667,1.7709,0.15014,0.090684,0.054428,0.11342,1.1767,0.034636,1.0473,0.02007,0.2426,0.14207,0.083063,2.071,4.0068,1.9586,0.32293,0.2508,0.67638,-596.0,4.6322,0
-0.030607,1.4534,-0.42763,-85.095,-0.31196,1.7092,-0.45339,-0.053415,0.006328,0.007442,0.68804,-0.017907,0.0,-0.017907,-0.030607,-0.45824,0.007442,-1.4938,4.0139,1.1954,0.36573,0.30192,0.57301,1241.7,5.5725,0
0.096709,0.44274,0.066521,-9.1375,1.2586,2.1644,0.55726,0.325,0.071441,0.34924,2.2586,0.044682,0.0,0.044682,0.096709,0.5475,0.34924,8.7388,4.0109,4.6713,0.70244,1.056,0.29756,1290.5,3.7539,0
0.28313,0.27849,0.0,108.16,2.5908,0.92701,0.72151,1.6654,0.39868,1.3271,3.5908,0.37797,1.2079,0.30543,0.69824,0.66443,1.0856,23.385,4.2435,2.0734,0.78961,1.8049,0.21039,4195.3,1.6851,0
0.1314,0.54463,0.0,31.387,0.8361,0.88669,0.45537,0.56815,0.2736,0.44545,1.8361,0.19614,1.0184,0.14819,0.18725,0.45402,0.36739,4.1258,4.5696,1.5647,0.68519,1.2481,0.30611,6617.7,1.7197,0
0.07783,0.36147,0.0,-50.88,1.7665,2.0233,0.63853,0.22284,0.08083,0.45245,2.7665,0.038466,0.0,0.038466,0.07783,0.63254,0.45245,0.0,3.9215,3.5953,0.64582,0.5779,0.34926,3006.7,6.9648,0
0.010244,0.57297,0.091172,-222.92,0.72736,1.0556,0.41675,0.042027,0.16088,0.11397,1.7453,0.034811,0.65958,0.025237,0.11575,0.41675,0.10719,0.50605,3.4651,0.033962,0.65351,0.38823,0.33621,-305.0,0.52831,0
0.014048,0.80785,0.055776,-53.601,0.17138,1.026,0.13845,0.031952,0.036347,0.07955,1.2379,0.009491,1.4773,0.007945,0.065724,0.13845,0.076168,0.29758,4.5871,0.063481,0.42113,0.53132,0.52517,-525.61,3.6199,0
0.011771,0.13652,0.0,-38.636,6.325,1.017,0.86348,0.11365,0.049516,0.36885,7.325,0.014273,0.0,0.011575,0.014515,0.016982,0.34875,7.3294,3.9474,7.2911,0.86776,0.19838,0.12772,1555.1,1.4595,0
0.49725,0.34517,0.0,65.333,1.8971,2.1615,0.65483,1.4785,0.2388,1.4954,2.8971,0.23005,1.4715,0.23005,0.5443,0.49006,1.4954,6209.7,3.9883,4.8536,0.66366,2.1413,0.33633,3800.1,7.9085,0
0.063833,0.43607,0.22162,-17.246,1.2161,1.1212,0.53029,0.21919,0.095292,0.32391,2.2932,0.062632,1.0598,0.043065,0.29896,0.53029,0.25739,1.2187,4.2485,0.36946,0.54282,0.97485,0.42355,3843.9,4.1224,0
0.025476,0.88722,0.0,-33.819,0.12711,1.8434,0.11278,0.067618,0.021243,0.044137,1.1271,0.018606,0.97908,0.01382,0.13877,0.10265,0.034193,2.2513,4.0737,1.996,0.49258,0.68316,0.50725,-16.62,3.7304,0
0.070621,0.17702,0.26611,79.273,3.9361,1.1157,0.69678,0.66453,0.21867,1.1446,5.649,0.094533,1.247,0.076215,0.32353,0.69678,1.0487,1.1522,4.3999,0.54055,0.74199,2.2111,0.13181,7542.0,1.6318,0
0.09622,0.54893,0.0,-100.16,0.82171,1.7707,0.45107,0.2566,0.15689,0.50609,1.8217,0.067937,0.0,0.054339,0.1203,0.096747,0.46223,13.649,3.4148,3.0775,0.53079,0.16892,0.46881,-232.62,2.8529,0
0.063438,0.36983,0.0,-30.901,1.7039,1.2068,0.63017,0.293,0.11891,0.38802,2.7039,0.06536,1.1773,0.052567,0.13489,0.57197,0.34628,8.3104,4.7482,3.1781,0.68133,0.65007,0.26921,5888.9,1.9289,0
0.044411,0.188,0.046039,29.26,4.3192,0.71762,0.812,0.19003,0.10596,0.40446,5.3192,0.033197,0.94545,0.061886,0.050616,0.7171,0.51397,2.1001,5.3716,3.1619,0.87464,2.1901,0.12536,3.4476,1.2639,0
0.066047,0.52749,0.0,-22.904,0.89577,2.1444,0.47251,0.16152,0.050989,0.20728,1.8958,0.0308,1.1728,0.0308,0.11392,0.44228,0.20728,0.0,5.101,3.4129,0.53459,0.75538,0.40892,10270.0,4.2073,0
0.044813,0.65679,0.0,17.049,0.52255,0.89864,0.34321,0.18489,0.12251,0.16762,1.5226,0.061088,1.123,0.049868,0.11189,0.22722,0.15227,0.94624,4.9151,1.2711,0.69753,1.1325,0.29692,9457.5,1.5281,0
0.10541,0.57468,0.0,-4.855,0.74011,1.7935,0.42532,0.35697,0.096299,0.30053,1.7401,0.074195,0.0,0.058773,0.13307,0.22526,0.25241,5.9176,3.5124,2.9636,0.59557,0.94806,0.37277,38.0,2.9136,0
0.14297,0.45468,0.11024,-19.853,1.1058,1.0009,0.50277,0.37273,0.070596,0.39757,2.1993,0.055851,1.1348,0.055833,0.1213,0.50277,0.39747,0.58996,4.3438,0.33193,0.57376,0.70067,0.3837,3697.6,5.7058,0
0.17958,0.89045,-0.076329,45.817,0.12303,1.2826,0.10955,1.3039,0.1855,0.2672,1.123,0.16888,0.0,0.14002,0.21661,0.10325,0.22561,3.8387,3.9,1.1133,0.82437,1.7577,0.16613,4159.0,4.1328,0
0.25766,0.12379,0.30804,198.48,7.0784,1.0771,0.87621,3.2919,0.30428,2.6475,8.0784,0.23922,1.0546,0.23922,0.51858,0.86929,2.6475,51.856,4.4153,6.8801,0.88241,6.5945,0.07827,14604.0,2.988,0
0.066505,0.8573,-0.00447,-14.078,0.16646,4.0818,0.1427,0.091124,0.020786,0.098966,1.1665,0.018738,1.1478,0.016293,0.15165,0.062035,0.087324,46.711,4.2836,4.685,0.14819,0.81671,0.83935,2427.1,118.9,0
0.029041,0.42426,0.093237,-18.974,1.1863,1.0327,0.5033,0.11173,0.054525,0.15053,2.3571,0.030012,1.1448,0.024795,0.11545,0.5033,0.13613,0.28753,5.0678,0.076868,0.61296,0.88122,0.3146,10797.0,1.975,0
0.006389,0.88032,-0.082535,-114.55,0.13596,1.1426,0.11968,0.04266,0.074239,0.096361,1.136,0.017991,1.1677,0.005592,0.032577,-0.004363,0.080267,1.3887,4.2991,1.2454,0.51809,0.37149,0.48189,-941.72,2.0209,0
-0.073135,0.73555,-0.12201,-86.435,0.31745,0.96144,0.2335,-0.10754,0.00407,0.008755,1.3595,-0.049531,1.0273,-0.04622,-0.12165,0.2335,0.015877,-0.58877,5.0713,-0.13173,0.24027,0.54684,0.72879,-22019.0,3.4544,0
0.010758,0.43471,0.088797,-120.16,1.2014,1.0058,0.52227,0.028332,0.11634,0.26863,2.3004,0.011795,1.0389,0.010718,0.10936,0.52227,0.26614,0.17065,5.0815,0.039175,0.53912,0.85254,0.41786,6144.7,1.8895,0
0.080556,0.72193,0.042306,-74.97,0.34879,1.0477,0.25181,0.22034,0.093235,0.20334,1.3852,0.063574,1.1758,0.051163,0.05787,0.25181,0.17627,0.49884,4.6994,0.10384,0.51946,0.34463,0.45428,-7550.8,2.2603,0
0.044579,0.6483,0.002672,-40.425,0.54249,1.952,0.3517,0.1834,0.046821,0.14097,1.5425,0.033825,1.2771,0.022838,0.13539,0.24833,0.10789,2.9874,4.2745,2.8255,0.62862,0.46516,0.36001,-289.88,2.9783,0
0.11651,0.29608,0.0,-10.492,2.3774,1.6559,0.70392,0.76891,0.074861,0.41868,3.3774,0.070361,1.0854,0.070361,0.27441,0.69583,0.41868,0.0,3.7913,3.5973,0.84652,0.81945,0.15153,3127.5,4.8305,0
0.011839,1.0011,-0.17829,-66.521,-0.001136,1.718,-0.001137,0.01389,0.035778,0.061397,0.99886,0.006891,1.0576,0.006891,-0.16645,-0.13234,0.061397,1.3456,3.8953,1.7017,0.14539,0.64383,0.85239,-863.32,6.6723,0
0.15306,0.20785,0.40307,20.57,3.6076,1.0713,0.74982,1.278,0.13776,1.2938,4.8112,0.098322,1.046,0.078416,0.50967,0.74982,1.1068,1.0663,4.138,0.93474,0.8075,1.6826,0.15017,3694.3,3.3597,0
0.14392,0.51524,0.0,81.68,0.94083,1.9121,0.48476,0.34943,0.52786,1.9589,1.9408,0.075266,0.0,0.075266,0.14392,0.39409,1.9589,0.0,4.038,1.3425,0.58815,0.90835,0.41185,1218.1,4.0126,0
0.000955,0.57778,0.033766,-58.397,0.72676,1.0411,0.4199,0.011416,0.021458,0.030102,1.7308,0.00322,1.2275,0.001178,0.045715,0.4199,0.027237,0.34623,4.3326,0.046652,0.76906,0.54613,0.22863,2328.4,1.2223,0
0.13753,0.72488,0.0,-45.122,0.37955,1.5011,0.27512,0.42091,0.12909,0.26732,1.3795,0.092373,1.2088,0.091621,0.16448,0.14238,0.26576,3.6487,4.3394,1.8533,0.67058,0.51804,0.32942,1540.0,2.5014,0
0.017383,0.82066,0.017383,-160.63,0.21719,1.0469,0.17824,0.038815,0.055672,0.061927,1.2185,0.019043,0.0,0.019043,0.017383,0.17824,0.061927,0.47942,4.5103,0.050942,0.55105,0.18627,0.44785,-5763.8,1.2502,0
0.09418,0.58637,0.0,26.71,0.70541,1.9337,0.41363,0.41894,0.081915,0.27013,1.7054,0.066193,0.96319,0.048705,0.24646,0.36892,0.21246,3.6807,3.4635,3.1166,0.6936,1.4661,0.30552,1878.8,40.111,0
0.11133,0.48965,0.0,-44.144,1.0423,1.4941,0.51035,0.30216,0.11832,0.36104,2.0423,0.097628,1.0536,0.074517,0.27976,0.47788,0.29052,12.702,3.8801,2.7896,0.51726,0.66242,0.48274,890.19,3.7358,0
0.09233,0.26901,0.21612,55.15,2.5003,1.0586,0.67259,0.44992,0.16842,0.73516,3.7174,0.098041,1.3349,0.07863,0.26617,0.67259,0.65043,1.0473,4.5807,0.43186,0.68572,1.6164,0.25588,10635.0,2.526,0
0.040295,0.083943,0.10599,50.342,10.61,1.0629,0.89063,0.72601,0.12973,1.54,11.913,0.060216,1.2559,0.040439,0.142,0.89063,1.3052,0.74768,5.1585,0.83498,0.89192,2.4804,0.082648,25740.0,1.349,0
0.18373,0.40856,0.0,2.9186,1.4476,2.1429,0.59144,0.663,0.10656,0.55888,2.4476,0.092849,1.2244,0.08574,0.29164,0.52296,0.5216,3.4015,3.964,4.7356,0.66378,1.0875,0.30009,3185.8,6.0572,0
0.093713,0.49159,0.24528,-71.004,0.99628,1.1178,0.48976,0.41731,0.24054,0.46731,2.0342,0.12178,1.1295,0.098125,0.3041,0.48976,0.42135,1.3333,4.5534,0.23173,0.70265,0.47584,0.2787,1198.3,1.3886,0
0.1664,0.42797,0.29199,22.913,1.3022,1.1471,0.5573,1.1453,0.13526,0.63076,2.3366,0.10464,1.3461,0.083375,0.36184,0.5573,0.53157,1.3945,4.4753,0.56692,0.80292,1.6728,0.18235,11271.0,4.5318,0
0.006072,0.60436,0.0,-97.908,0.65464,1.6494,0.39564,0.028317,0.068162,0.18602,1.6546,0.008905,1.0745,0.003682,0.038183,0.25292,0.17177,1.641,3.92,2.6898,0.42245,0.20821,0.51868,-765.36,2.8768,0
0.12056,0.5795,0.3251,-136.26,0.72562,1.2038,0.4205,0.39171,0.22771,0.35304,1.7256,0.16709,1.1119,0.13419,0.40202,0.4205,0.30202,2.0252,5.0412,0.26082,0.61676,0.31671,0.38324,-15792.0,1.1815,0
0.047038,0.30162,0.12003,-73.487,2.3026,1.0408,0.69451,0.19541,0.090343,0.3614,3.3155,0.048774,1.1906,0.038985,0.14967,0.69451,0.32224,0.48891,5.6166,0.18791,0.69497,0.25703,0.30115,-38170.0,1.5251,0
0.032588,0.60162,-0.030869,-22.253,0.66218,2.5298,0.39838,0.072621,0.048958,0.20587,1.6622,0.015029,1.3955,0.012881,0.007151,0.17135,0.19684,2.7088,3.783,4.1149,0.44495,0.73762,0.52354,-135.8,5.0715,0
-0.083286,1.0546,-0.083286,-299.7,-0.051807,0.46736,-0.054637,-0.46048,-0.2915,-0.02493,0.94819,-0.92338,0.0,-0.92338,-0.083286,-0.054637,-0.02493,-5.5508,4.7396,-0.10158,0.81913,0.38281,0.18087,-3956.9,0.10121,0
0.071012,0.63379,0.054105,-57.532,0.57781,1.8467,0.36621,0.12064,0.08307,0.24205,1.5778,0.038452,1.0261,0.038452,0.15744,0.28465,0.24205,4.6765,4.464,2.7905,0.41139,0.5569,0.58861,-1262.6,4.0608,0
-0.079059,0.31436,-0.12517,-12.332,1.8347,0.96785,0.57675,-0.24877,0.008868,0.044929,3.1811,-0.042464,1.1457,-0.049636,-0.11739,0.57675,0.008591,-0.31992,5.291,-0.16748,0.61922,0.82394,0.27188,13887.0,2.4241,0
0.002956,0.7081,0.020749,-39.806,0.40084,1.0311,0.28383,0.02203,0.030902,0.022004,1.4122,0.009548,1.2725,0.005862,0.029887,0.28383,0.019379,0.24403,4.8105,0.016852,0.7734,0.77297,0.21853,2788.1,0.68288,0
0.069034,0.60021,0.21341,-50.632,0.62928,1.0148,0.3777,0.20327,0.079808,0.19049,1.6661,0.055585,1.3549,0.048187,0.22734,0.3777,0.17284,0.581,4.6956,0.13666,0.58615,0.50763,0.39176,248.29,2.3749,0
0.21116,0.37336,0.0,-9.2894,1.6784,1.4753,0.62664,1.3738,0.19189,0.75825,2.6784,0.17929,0.0,0.14313,0.26451,0.6029,0.61536,8.539,4.0225,3.1572,0.79516,0.84853,0.19254,1755.7,2.3026,0
0.088265,0.59484,0.28778,7.0415,0.68113,3.5136,0.40516,0.21181,0.059747,0.35291,1.6811,0.034597,0.0,0.025121,0.12156,0.38327,0.29694,11.902,3.6597,5.6672,0.42607,1.1119,0.57393,778.14,13.741,0
0.11309,0.18447,0.0,20.575,4.4209,2.2008,0.81553,1.0645,0.1691,2.0174,5.4209,0.051386,1.4462,0.051386,0.17294,0.11319,2.0174,0.0,4.1801,7.6997,0.83037,3.1959,0.10624,5053.7,3.9301,0
0.024279,0.071514,0.15789,61.754,12.535,0.90304,0.89643,0.36809,0.073241,0.88332,13.983,0.029147,0.86947,0.02815,0.20587,0.89643,0.8713,0.12461,4.045,0.16642,0.89965,3.6282,0.068296,2715.8,1.2557,0
0.16152,0.5275,0.000255,-28.995,0.89574,2.3941,0.4725,0.43074,0.088361,0.40103,1.8957,0.067467,1.2789,0.067467,0.29814,0.47117,0.40103,0.0,4.8967,3.2464,0.57572,0.65561,0.37499,-3584.1,3.5708,0
0.091353,0.39835,0.14672,-9.2576,1.5032,1.035,0.5988,0.29976,0.060961,0.40125,2.5104,0.044288,1.1604,0.034842,0.17796,0.5988,0.33907,0.49338,3.9771,0.31375,0.60977,0.85007,0.38737,635.26,4.805,0
0.13378,0.50297,0.0,1.8835,0.9882,1.7876,0.49703,0.54808,0.11718,0.41648,1.9882,0.095503,1.2038,0.074839,0.24555,0.26373,0.34304,35.378,4.0191,3.2409,0.68842,1.0436,0.31148,2511.0,3.988,0
-0.23897,0.34203,0.0,-6.8134,1.9237,0.70206,0.65797,-1.3084,-0.1594,-0.3272,2.9237,-0.34039,1.0305,-0.34039,-0.32552,0.63062,-0.3272,-127.92,3.9378,2.7853,0.66155,1.0204,0.18265,1042.2,1.0071,0
0.01193,0.84168,0.0,-118.84,0.1881,1.3028,0.15832,0.016633,0.087436,0.13534,1.1881,0.009157,0.96207,0.009157,0.031824,0.01193,0.13534,1.7145,3.635,1.5117,0.27964,0.46432,0.7172,-903.05,2.6478,0
0.050224,0.27361,0.0,-19.207,2.6548,1.4558,0.72639,0.31368,0.092472,0.49202,3.6548,0.0345,0.0,0.034499,0.050225,0.42529,0.49202,4.8873,3.9865,5.1045,0.83594,0.60718,0.16011,1875.3,2.252,0
0.085912,0.70875,0.0,-30.811,0.41093,1.1141,0.29125,0.23884,0.14001,0.22008,1.4109,0.077113,1.2083,0.077113,0.18823,0.23031,0.22008,4.9754,4.3291,1.4871,0.50487,0.85928,0.35971,3018.0,2.2334,0
-0.022871,0.92804,-0.15564,-175.53,0.077542,1.1188,0.071962,-0.045951,0.1602,0.19312,1.0775,-0.020443,1.1999,-0.020443,-0.055467,-0.003002,0.19312,0.0,5.5291,0.80849,0.47924,0.5146,0.49774,-19814.0,1.9948,0
0.006013,0.7745,-0.044915,-63.924,0.29116,2.0203,0.2255,0.011651,0.028965,0.075558,1.2912,0.003568,1.1299,0.002976,-0.000303,-0.02426,0.074014,1.2416,3.9449,2.5817,0.38061,0.48835,0.6187,-209.22,4.9878,0
0.088272,0.5281,0.0,42.419,0.89359,3.2776,0.4719,0.96888,0.057824,0.35888,1.8936,0.033793,1.2465,0.026932,0.20684,0.35565,0.3163,5.7328,4.1942,5.9542,0.86743,4.194,0.11432,8275.1,9.1931,0
0.062547,0.76468,0.0,-59.224,0.30773,2.6894,0.23532,0.1215,0.036829,0.12953,1.3077,0.029275,1.1246,0.023257,0.18245,0.21811,0.10837,5.9788,3.7643,3.387,0.35197,0.3829,0.64803,-981.38,5.1637,0
0.18591,0.65129,0.275,-63.136,0.53142,1.0945,0.34611,0.3771,0.094867,0.38466,1.5354,0.087846,1.1824,0.0704,0.34396,0.34611,0.31392,1.0222,4.1413,0.37868,0.38222,0.33614,0.61518,3091.4,16.348,0
0.15939,0.66073,0.0,-55.739,0.51347,2.1674,0.33927,0.29001,0.080235,0.2632,1.5135,0.073537,1.3278,0.073537,0.24549,0.33927,0.2632,9.7645,3.6777,2.9642,0.44054,0.45751,0.54958,-1266.8,3.0252,0
